Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2015,Chronic Liver Disease and Cirrhosis,Female,Not Stated/Unknown,8.0,,
2015,Other Causes,Female,Not Stated/Unknown,92.0,,
2015,Diseases of Heart,Female,Other Race/ Ethnicity,22.0,,
2015,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,12.0,,
2015,Essential Hypertension and Renal Diseases,Female,Other Race/ Ethnicity,4.0,,
2015,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,3.0,,
2015,Congenital Malformations,Female,Other Race/ Ethnicity,3.0,,
2015,Mental and Behavioral Disorders,Female,Other Race/ Ethnicity,1.0,,
2015,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2015,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2015,Atherosclerosis,Female,Other Race/ Ethnicity,1.0,,
2015,Septicemia,Female,Other Race/ Ethnicity,1.0,,
2015,Accidents Except Drug Poisoning,Female,Other Race/ Ethnicity,1.0,,
2015,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2015,Nephritis and Related Diseases,Female,Other Race/ Ethnicity,1.0,,
2015,Other Causes,Female,Other Race/ Ethnicity,13.0,,
2015,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,668.0,113.0404323,123.1364913
2015,Diseases of Heart,Male,Asian and Pacific Islander,610.0,103.2255444,122.8168795
2015,Other Causes,Male,Asian and Pacific Islander,108.0,18.27599803,23.15967226
2015,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,90.0,15.22999836,17.23906364
2015,Diabetes Mellitus,Male,Asian and Pacific Islander,85.0,14.38388734,16.44749382
2015,Other Causes,Male,Asian and Pacific Islander,76.0,12.8608875,16.27740405
2015,Accidents Except Drug Poisoning,Male,Asian and Pacific Islander,64.0,10.83022106,12.33810732
2015,Essential Hypertension and Renal Diseases,Male,Asian and Pacific Islander,50.0,8.461110199,10.330991
2015,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,39.0,6.599665955,6.544212148
2015,Parkinson's Disease,Male,Asian and Pacific Islander,30.0,5.07666612,6.634861041
2015,Other Causes,Male,Asian and Pacific Islander,454.0,76.82688061,90.92796488
2015,Diseases of Heart,Male,Hispanic,1410.0,116.8186552,181.971046
2015,Malignant Neoplasms (Cancer),Male,Hispanic,1175.0,97.34887933,140.8760087
2015,Mental and Behavioral Disorders,Male,Hispanic,261.0,21.62387873,21.73428863
2015,Diabetes Mellitus,Male,Hispanic,225.0,18.64127477,26.20634599
2015,Other Causes,Male,Hispanic,196.0,16.23862157,26.14814004
2015,Accidents Except Drug Poisoning,Male,Hispanic,178.0,14.74731959,17.15582828
2015,Cerebrovascular Disease (Stroke),Male,Hispanic,178.0,14.74731959,22.15024169
2015,Chronic Liver Disease and Cirrhosis,Male,Hispanic,166.0,13.75311827,17.08787142
2015,Other Causes,Male,Hispanic,153.0,12.67606684,20.01130536
2015,Essential Hypertension and Renal Diseases,Male,Hispanic,105.0,8.699261557,13.40089579
2015,Other Causes,Male,Hispanic,1196.0,99.08873164,135.8319701
2015,Diseases of Heart,Male,Non-Hispanic Black,2033.0,235.6896502,265.8655733
2015,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1523.0,176.5643567,194.0654914
2015,Diabetes Mellitus,Male,Non-Hispanic Black,345.0,39.99652204,44.69450045
2015,Other Causes,Male,Non-Hispanic Black,225.0,26.08468829,31.08022426
2015,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,206.0,23.88198128,26.13409005
2015,Assault (Homicide),Male,Non-Hispanic Black,196.0,22.7226618,22.97255292
2015,HIV (Human Immunodeficiency Virus Disease),Male,Non-Hispanic Black,185.0,21.44741037,20.65947882
2015,Other Causes,Male,Non-Hispanic Black,177.0,20.51995479,23.20274539
2015,Essential Hypertension and Renal Diseases,Male,Non-Hispanic Black,167.0,19.36063531,22.38618645
2015,Mental and Behavioral Disorders,Male,Non-Hispanic Black,155.0,17.96945193,16.62784848
2015,Other Causes,Male,Non-Hispanic Black,1418.0,164.3915022,182.7179393
2015,Diseases of Heart,Male,Non-Hispanic White,4015.0,298.4528768,239.2238059
2015,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,3020.0,224.4900842,186.1282035
2015,Other Causes,Male,Non-Hispanic White,449.0,33.37617476,26.60340598
2015,Other Causes,Male,Non-Hispanic White,364.0,27.05774524,21.84095138
2015,Mental and Behavioral Disorders,Male,Non-Hispanic White,342.0,25.42238701,23.63655961
2015,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,316.0,23.48969093,18.81115282
2015,Accidents Except Drug Poisoning,Male,Non-Hispanic White,287.0,21.33399144,18.28609368
2015,Diabetes Mellitus,Male,Non-Hispanic White,246.0,18.28627838,15.00551901
2015,Intentional Self-Harm (Suicide),Male,Non-Hispanic White,181.0,13.45453816,11.93684097
2015,Other Causes,Male,Non-Hispanic White,170.0,12.63685904,9.626592641
2015,Essential Hypertension and Renal Diseases,Male,Non-Hispanic White,170.0,12.63685904,9.967782918
2015,Other Causes,Male,Non-Hispanic White,2288.0,170.0772558,142.327895
2015,Diseases of Heart,Male,Not Stated/Unknown,174.0,,
2015,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,94.0,,
2015,Diabetes Mellitus,Male,Not Stated/Unknown,25.0,,
2015,Other Causes,Male,Not Stated/Unknown,21.0,,
2015,Other Causes,Male,Not Stated/Unknown,19.0,,
2015,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,18.0,,
2015,Chronic Liver Disease and Cirrhosis,Male,Not Stated/Unknown,17.0,,
2015,HIV (Human Immunodeficiency Virus Disease),Male,Not Stated/Unknown,16.0,,
2015,Other Causes,Male,Not Stated/Unknown,16.0,,
2015,Mental and Behavioral Disorders,Male,Not Stated/Unknown,11.0,,
2015,Other Causes,Male,Not Stated/Unknown,127.0,,
2015,Diseases of Heart,Male,Other Race/ Ethnicity,26.0,,
2015,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,15.0,,
2015,Other Causes,Male,Other Race/ Ethnicity,4.0,,
2015,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,3.0,,
2015,Diabetes Mellitus,Male,Other Race/ Ethnicity,3.0,,
2015,Assault (Homicide),Male,Other Race/ Ethnicity,3.0,,
2015,Other Causes,Male,Other Race/ Ethnicity,2.0,,
2015,Essential Hypertension and Renal Diseases,Male,Other Race/ Ethnicity,2.0,,
2015,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2015,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2015,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,1.0,,
2015,HIV (Human Immunodeficiency Virus Disease),Male,Other Race/ Ethnicity,1.0,,
2015,Accidents Except Drug Poisoning,Male,Other Race/ Ethnicity,1.0,,
2015,Congenital Malformations,Male,Other Race/ Ethnicity,1.0,,
2015,Nephritis and Related Diseases,Male,Other Race/ Ethnicity,1.0,,
2015,Other Causes,Male,Other Race/ Ethnicity,7.0,,
2016,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,565.0,86.44298588,83.07445561
2016,Diseases of Heart,Female,Asian and Pacific Islander,530.0,81.08811065,82.62828747
2016,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,118.0,18.05357935,18.25067486
2016,Other Causes,Female,Asian and Pacific Islander,92.0,14.07567204,14.45947024
2016,Diabetes Mellitus,Female,Asian and Pacific Islander,73.0,11.16873977,11.23352605
2016,Essential Hypertension and Renal Diseases,Female,Asian and Pacific Islander,58.0,8.873793241,9.168902731
2016,Other Causes,Female,Asian and Pacific Islander,49.0,7.496825324,7.742782355
2016,Accidents Except Drug Poisoning,Female,Asian and Pacific Islander,43.0,6.578846713,6.500594799
2016,Other Causes,Female,Asian and Pacific Islander,39.0,5.966860972,6.110399071
2016,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,29.0,4.43689662,4.149747806
2016,Other Causes,Female,Asian and Pacific Islander,385.0,58.90362755,60.88457225
2016,Diseases of Heart,Female,Hispanic,1485.0,115.8970117,120.3153112
2016,Malignant Neoplasms (Cancer),Female,Hispanic,1162.0,90.68843605,93.11168514
2016,Diabetes Mellitus,Female,Hispanic,231.0,18.02842404,18.56131955
2016,Cerebrovascular Disease (Stroke),Female,Hispanic,204.0,15.92120564,16.42843847
2016,Other Causes,Female,Hispanic,203.0,15.84316052,16.48011249
2016,Other Causes,Female,Hispanic,195.0,15.21879951,15.84054835
2016,Other Causes,Female,Hispanic,168.0,13.11158112,13.56240301
2016,Essential Hypertension and Renal Diseases,Female,Hispanic,131.0,10.22391147,10.49061675
2016,Mental and Behavioral Disorders,Female,Hispanic,90.0,7.024061312,6.855455606
2016,Chronic Liver Disease and Cirrhosis,Female,Hispanic,59.0,4.604662416,4.685157203
2016,Other Causes,Female,Hispanic,1147.0,89.51775917,91.93898635
2016,Diseases of Heart,Female,Non-Hispanic Black,2303.0,221.5253797,171.0996617
2016,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1864.0,179.298006,145.0408052
2016,Diabetes Mellitus,Female,Non-Hispanic Black,399.0,38.37977703,30.80757937
2016,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,276.0,26.5484172,20.69501247
2016,Essential Hypertension and Renal Diseases,Female,Non-Hispanic Black,226.0,21.73892133,16.68683358
2016,Other Causes,Female,Non-Hispanic Black,218.0,20.96940199,16.84913651
2016,Other Causes,Female,Non-Hispanic Black,212.0,20.39226248,16.05381107
2016,Other Causes,Female,Non-Hispanic Black,158.0,15.19800695,11.06038529
2016,Mental and Behavioral Disorders,Female,Non-Hispanic Black,101.0,9.715181655,8.590203518
2016,HIV (Human Immunodeficiency Virus Disease),Female,Non-Hispanic Black,91.0,8.753282481,7.844402169
2016,Other Causes,Female,Non-Hispanic Black,1585.0,152.461019,127.8374258
2016,Diseases of Heart,Female,Non-Hispanic White,4306.0,307.3448715,156.2653333
2016,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,3102.0,221.4082191,149.0134479
2016,Other Causes,Female,Non-Hispanic White,471.0,33.61807582,19.4792023
2016,Other Causes,Female,Non-Hispanic White,450.0,32.11918072,17.14918671
2016,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,404.0,28.83588669,15.15839983
2016,Other Causes,Female,Non-Hispanic White,361.0,25.76672053,11.75716207
2016,Essential Hypertension and Renal Diseases,Female,Non-Hispanic White,219.0,15.63133462,8.211295014
2016,Diabetes Mellitus,Female,Non-Hispanic White,183.0,13.06180016,8.011416512
2016,Accidents Except Drug Poisoning,Female,Non-Hispanic White,156.0,11.13464932,7.233652029
2016,Mental and Behavioral Disorders,Female,Non-Hispanic White,138.0,9.849882087,9.375124053
2016,Other Causes,Female,Non-Hispanic White,2416.0,172.4443125,102.399688
2016,Diseases of Heart,Female,Not Stated/Unknown,126.0,,
2016,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,81.0,,
2016,Diabetes Mellitus,Female,Not Stated/Unknown,24.0,,
2016,Other Causes,Female,Not Stated/Unknown,18.0,,
2016,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,18.0,,
2016,Other Causes,Female,Not Stated/Unknown,16.0,,
2016,Other Causes,Female,Not Stated/Unknown,15.0,,
2016,Essential Hypertension and Renal Diseases,Female,Not Stated/Unknown,13.0,,
2016,Other Causes,Female,Not Stated/Unknown,9.0,,
2016,Other Causes,Female,Not Stated/Unknown,7.0,,
2016,Congenital Malformations,Female,Not Stated/Unknown,7.0,,
2016,Other Causes,Female,Not Stated/Unknown,105.0,,
2016,Diseases of Heart,Female,Other Race/ Ethnicity,30.0,,
2016,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,8.0,,
2016,Other Causes,Female,Other Race/ Ethnicity,4.0,,
2016,Diabetes Mellitus,Female,Other Race/ Ethnicity,3.0,,
2016,Other Causes,Female,Other Race/ Ethnicity,3.0,,
2016,Other Causes,Female,Other Race/ Ethnicity,2.0,,
2016,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2016,Mental and Behavioral Disorders,Female,Other Race/ Ethnicity,1.0,,
2016,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,1.0,,
2016,Assault (Homicide),Female,Other Race/ Ethnicity,1.0,,
2016,Essential Hypertension and Renal Diseases,Female,Other Race/ Ethnicity,1.0,,
2016,Intentional Self-Harm (Suicide),Female,Other Race/ Ethnicity,1.0,,
2016,HIV (Human Immunodeficiency Virus Disease),Female,Other Race/ Ethnicity,1.0,,
2016,Accidents Except Drug Poisoning,Female,Other Race/ Ethnicity,1.0,,
2016,Congenital Malformations,Female,Other Race/ Ethnicity,1.0,,
2016,Septicemia,Female,Other Race/ Ethnicity,1.0,,
2016,Nephritis and Related Diseases,Female,Other Race/ Ethnicity,1.0,,
2016,Other Causes,Female,Other Race/ Ethnicity,13.0,,
2016,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,683.0,115.0085288,121.0785368
2016,Diseases of Heart,Male,Asian and Pacific Islander,603.0,101.5375445,117.7796652
2016,Other Causes,Male,Asian and Pacific Islander,113.0,19.02776538,22.91632756
2016,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,95.0,15.99679391,18.07142432
2016,Diabetes Mellitus,Male,Asian and Pacific Islander,76.0,12.79743513,14.19434714
2016,Other Causes,Male,Asian and Pacific Islander,75.0,12.62904782,15.58055641
2016,Accidents Except Drug Poisoning,Male,Asian and Pacific Islander,60.0,10.10323826,11.08229029
2016,Essential Hypertension and Renal Diseases,Male,Asian and Pacific Islander,48.0,8.082590605,9.834246016
2016,Other Causes,Male,Asian and Pacific Islander,37.0,6.230330258,9.068703397
2016,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,32.0,5.388393737,5.364178546
2016,Other Causes,Male,Asian and Pacific Islander,449.0,75.60589962,85.10910189
2016,Diseases of Heart,Male,Hispanic,1418.0,117.405585,174.6356781
2016,Malignant Neoplasms (Cancer),Male,Hispanic,1224.0,101.3430437,143.7156708
2016,Mental and Behavioral Disorders,Male,Hispanic,369.0,30.551947,30.48654556
2016,Diabetes Mellitus,Male,Hispanic,217.0,17.96686314,25.75616003
2016,Other Causes,Male,Hispanic,191.0,15.81415143,24.90027602
2016,Accidents Except Drug Poisoning,Male,Hispanic,177.0,14.65499897,16.44043314
2016,Cerebrovascular Disease (Stroke),Male,Hispanic,170.0,14.07542274,19.74241396
2016,Chronic Liver Disease and Cirrhosis,Male,Hispanic,146.0,12.08830423,13.88284218
2016,Other Causes,Male,Hispanic,146.0,12.08830423,18.43554247
2016,Essential Hypertension and Renal Diseases,Male,Hispanic,99.0,8.19686383,13.14920356
2016,Other Causes,Male,Hispanic,1233.0,102.0882132,135.7393671
2016,Diseases of Heart,Male,Non-Hispanic Black,2106.0,244.9495155,271.1314782
2016,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1611.0,187.3759114,199.6463403
2016,Diabetes Mellitus,Male,Non-Hispanic Black,313.0,36.40512742,39.87933242
2016,Mental and Behavioral Disorders,Male,Non-Hispanic Black,258.0,30.00806031,27.58845554
2016,Other Causes,Male,Non-Hispanic Black,258.0,30.00806031,34.46182956
2016,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,220.0,25.58826848,28.56164123
2016,Other Causes,Male,Non-Hispanic Black,183.0,21.28478696,23.53449215
2016,Assault (Homicide),Male,Non-Hispanic Black,168.0,19.54013229,19.68635499
2016,Essential Hypertension and Renal Diseases,Male,Non-Hispanic Black,161.0,18.72596011,20.83380942
2016,Accidents Except Drug Poisoning,Male,Non-Hispanic Black,153.0,17.79547762,18.3791371
2016,Other Causes,Male,Non-Hispanic Black,1375.0,159.926678,170.4808293
2016,Diseases of Heart,Male,Non-Hispanic White,4054.0,303.4133629,239.2846987
2016,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,3090.0,231.2647487,188.0725927
2016,Mental and Behavioral Disorders,Male,Non-Hispanic White,482.0,36.07430709,33.2779384
2016,Other Causes,Male,Non-Hispanic White,461.0,34.50260491,26.72651668
2016,Other Causes,Male,Non-Hispanic White,332.0,24.84786297,19.76084897
2016,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,317.0,23.72521856,18.56215081
2016,Diabetes Mellitus,Male,Non-Hispanic White,252.0,18.86042611,15.40377959
2016,Accidents Except Drug Poisoning,Male,Non-Hispanic White,244.0,18.26168243,15.8762575
2016,Intentional Self-Harm (Suicide),Male,Non-Hispanic White,176.0,13.17236109,11.70338615
2016,Essential Hypertension and Renal Diseases,Male,Non-Hispanic White,151.0,11.30128707,8.859843879
2016,Other Causes,Male,Non-Hispanic White,2381.0,178.2010896,146.4506378
2016,Diseases of Heart,Male,Not Stated/Unknown,179.0,,
2016,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,119.0,,
2016,Diabetes Mellitus,Male,Not Stated/Unknown,23.0,,
2016,Other Causes,Male,Not Stated/Unknown,22.0,,
2016,HIV (Human Immunodeficiency Virus Disease),Male,Not Stated/Unknown,20.0,,
2016,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,18.0,,
2016,Essential Hypertension and Renal Diseases,Male,Not Stated/Unknown,18.0,,
2016,Other Causes,Male,Not Stated/Unknown,17.0,,
2016,Mental and Behavioral Disorders,Male,Not Stated/Unknown,16.0,,
2016,Chronic Liver Disease and Cirrhosis,Male,Not Stated/Unknown,14.0,,
2016,Other Causes,Male,Not Stated/Unknown,158.0,,
2016,Diseases of Heart,Male,Other Race/ Ethnicity,19.0,,
2016,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,11.0,,
2016,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,3.0,,
2016,Other Causes,Male,Other Race/ Ethnicity,3.0,,
2016,Chronic Liver Disease and Cirrhosis,Male,Other Race/ Ethnicity,2.0,,
2016,Other Causes,Male,Other Race/ Ethnicity,2.0,,
2016,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,2.0,,
2016,Accidents Except Drug Poisoning,Male,Other Race/ Ethnicity,2.0,,
2016,Peptic Ulcer,Male,Other Race/ Ethnicity,1.0,,
2016,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2016,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,1.0,,
2016,Assault (Homicide),Male,Other Race/ Ethnicity,1.0,,
2016,Diabetes Mellitus,Male,Other Race/ Ethnicity,1.0,,
2016,Essential Hypertension and Renal Diseases,Male,Other Race/ Ethnicity,1.0,,
2016,Other Causes,Male,Other Race/ Ethnicity,1.0,,
2016,Other Causes,Male,Other Race/ Ethnicity,10.0,,
2017,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,609.0,90.27357786,82.30850182
2017,Diseases of Heart,Female,Asian and Pacific Islander,583.0,86.41953348,80.49134035
2017,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,92.0,13.63738779,12.57924223
2017,Other Causes,Female,Asian and Pacific Islander,78.0,11.56213313,10.77197111
2017,Diabetes Mellitus,Female,Asian and Pacific Islander,73.0,10.82097075,9.943976124
2017,Other Causes,Female,Asian and Pacific Islander,69.0,10.22804084,9.392883983
2017,Essential Hypertension and Renal Diseases,Female,Asian and Pacific Islander,60.0,8.893948557,8.273324365
2017,Other Causes,Female,Asian and Pacific Islander,38.0,5.632834086,5.28311676
2017,Accidents Except Drug Poisoning,Female,Asian and Pacific Islander,36.0,5.336369134,5.135702802
2017,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,24.0,3.557579423,3.369561421
2017,Other Causes,Female,Asian and Pacific Islander,366.0,54.2530862,52.64725741
2017,Diseases of Heart,Female,Hispanic,1437.0,110.8176367,106.2815974
2017,Malignant Neoplasms (Cancer),Female,Hispanic,1205.0,92.92641077,90.60874652
2017,Cerebrovascular Disease (Stroke),Female,Hispanic,247.0,19.04798627,18.32890793
2017,Other Causes,Female,Hispanic,222.0,17.12005244,16.40073827
2017,Diabetes Mellitus,Female,Hispanic,190.0,14.65229713,14.24277952
2017,Other Causes,Female,Hispanic,187.0,14.42094507,13.51501134
2017,Other Causes,Female,Hispanic,183.0,14.11247566,13.64133857
2017,Essential Hypertension and Renal Diseases,Female,Hispanic,131.0,10.10237329,9.723480285
2017,Mental and Behavioral Disorders,Female,Hispanic,86.0,6.632092387,6.434677656
2017,Chronic Liver Disease and Cirrhosis,Female,Hispanic,83.0,6.400740327,6.198230018
2017,Other Causes,Female,Hispanic,1157.0,89.22477781,86.29230224
2017,Diseases of Heart,Female,Non-Hispanic Black,2486.0,238.7810831,177.1404332
2017,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1775.0,170.4893091,134.1835172
2017,Diabetes Mellitus,Female,Non-Hispanic Black,389.0,37.36357253,28.69050724
2017,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,326.0,31.31240269,23.37422711
2017,Other Causes,Female,Non-Hispanic Black,277.0,26.60593725,19.9860311
2017,Other Causes,Female,Non-Hispanic Black,251.0,24.10862906,18.59385437
2017,Essential Hypertension and Renal Diseases,Female,Non-Hispanic Black,238.0,22.85997497,16.75836686
2017,Other Causes,Female,Non-Hispanic Black,159.0,15.27200009,10.42353363
2017,Mental and Behavioral Disorders,Female,Non-Hispanic Black,118.0,11.33393717,9.911482893
2017,HIV (Human Immunodeficiency Virus Disease),Female,Non-Hispanic Black,77.0,7.395874255,6.5007516
2017,Other Causes,Female,Non-Hispanic Black,1438.0,138.120353,112.6678171
2017,Diseases of Heart,Female,Non-Hispanic White,4279.0,303.9127254,147.830847
2017,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,2983.0,211.8653096,138.5518594
2017,Other Causes,Female,Non-Hispanic White,502.0,35.65416877,19.59631066
2017,Other Causes,Female,Non-Hispanic White,418.0,29.68813256,14.83712019
2017,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,404.0,28.69379319,14.22720739
2017,Other Causes,Female,Non-Hispanic White,378.0,26.84716294,11.63305384
2017,Essential Hypertension and Renal Diseases,Female,Non-Hispanic White,231.0,16.40659957,7.87079199
2017,Diabetes Mellitus,Female,Non-Hispanic White,192.0,13.63665419,8.1484191
2017,Accidents Except Drug Poisoning,Female,Non-Hispanic White,164.0,11.64797545,6.803385457
2017,Mental and Behavioral Disorders,Female,Non-Hispanic White,119.0,8.451884628,8.170656665
2017,Other Causes,Female,Non-Hispanic White,2349.0,166.8359411,96.33488708
2017,Diseases of Heart,Female,Not Stated/Unknown,142.0,,
2017,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,80.0,,
2017,Other Causes,Female,Not Stated/Unknown,15.0,,
2017,Diabetes Mellitus,Female,Not Stated/Unknown,12.0,,
2017,Other Causes,Female,Not Stated/Unknown,11.0,,
2017,Essential Hypertension and Renal Diseases,Female,Not Stated/Unknown,11.0,,
2017,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,10.0,,
2017,Other Causes,Female,Not Stated/Unknown,9.0,,
2017,Other Causes,Female,Not Stated/Unknown,6.0,,
2017,Chronic Liver Disease and Cirrhosis,Female,Not Stated/Unknown,5.0,,
2017,Other Causes,Female,Not Stated/Unknown,99.0,,
2017,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,16.0,,
2017,Diseases of Heart,Female,Other Race/ Ethnicity,13.0,,
2017,Mental and Behavioral Disorders,Female,Other Race/ Ethnicity,3.0,,
2017,Chronic Liver Disease and Cirrhosis,Female,Other Race/ Ethnicity,2.0,,
2017,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,2.0,,
2017,Congenital Malformations,Female,Other Race/ Ethnicity,2.0,,
2017,Other Causes,Female,Other Race/ Ethnicity,2.0,,
2017,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2017,Diabetes Mellitus,Female,Other Race/ Ethnicity,1.0,,
2017,Essential Hypertension and Renal Diseases,Female,Other Race/ Ethnicity,1.0,,
2017,Accidents Except Drug Poisoning,Female,Other Race/ Ethnicity,1.0,,
2017,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2017,Septicemia,Female,Other Race/ Ethnicity,1.0,,
2017,Other Causes,Female,Other Race/ Ethnicity,1.0,,
2017,Other Causes,Female,Other Race/ Ethnicity,9.0,,
2017,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,770.0,126.3658176,126.1026052
2017,Diseases of Heart,Male,Asian and Pacific Islander,684.0,112.2522327,120.8258868
2017,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,97.0,15.91881078,17.03312447
2017,Other Causes,Male,Asian and Pacific Islander,93.0,15.26236498,17.19356222
2017,Diabetes Mellitus,Male,Asian and Pacific Islander,93.0,15.26236498,15.52791828
2017,Accidents Except Drug Poisoning,Male,Asian and Pacific Islander,77.0,12.63658176,13.00239592
2017,Other Causes,Male,Asian and Pacific Islander,76.0,12.4724703,14.02388248
2017,Essential Hypertension and Renal Diseases,Male,Asian and Pacific Islander,46.0,7.549126763,8.151400495
2017,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,38.0,6.236235152,5.897274644
2017,Other Causes,Male,Asian and Pacific Islander,29.0,4.75923209,5.727588815
2017,Other Causes,Male,Asian and Pacific Islander,493.0,80.90694553,86.27791648
2017,Diseases of Heart,Male,Hispanic,1427.0,116.8997562,163.5081075
2017,Malignant Neoplasms (Cancer),Male,Hispanic,1192.0,97.64857001,130.0964331
2017,Mental and Behavioral Disorders,Male,Hispanic,394.0,32.27645686,32.19910605
2017,Diabetes Mellitus,Male,Hispanic,235.0,19.2511862,25.71802372
2017,Cerebrovascular Disease (Stroke),Male,Hispanic,191.0,15.64670878,20.75817127
2017,Accidents Except Drug Poisoning,Male,Hispanic,190.0,15.56478884,17.5606497
2017,Other Causes,Male,Hispanic,183.0,14.99134925,21.36762608
2017,Chronic Liver Disease and Cirrhosis,Male,Hispanic,158.0,12.94335072,14.49100393
2017,Other Causes,Male,Hispanic,140.0,11.46879178,16.08616952
2017,Essential Hypertension and Renal Diseases,Male,Hispanic,124.0,10.15807272,14.73859073
2017,Other Causes,Male,Hispanic,1275.0,104.4479251,134.3808504
2017,Diseases of Heart,Male,Non-Hispanic Black,2143.0,248.9391336,265.0627457
2017,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1508.0,175.175088,181.0742183
2017,Diabetes Mellitus,Male,Non-Hispanic Black,347.0,40.30885645,41.42455738
2017,Mental and Behavioral Disorders,Male,Non-Hispanic Black,309.0,35.89463009,33.14996692
2017,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,242.0,28.11165205,29.72449098
2017,Other Causes,Male,Non-Hispanic Black,229.0,26.60152198,29.47499299
2017,Essential Hypertension and Renal Diseases,Male,Non-Hispanic Black,186.0,21.60647637,23.51131496
2017,Other Causes,Male,Non-Hispanic Black,165.0,19.16703549,20.1329842
2017,Accidents Except Drug Poisoning,Male,Non-Hispanic Black,138.0,16.0306115,16.20741687
2017,Assault (Homicide),Male,Non-Hispanic Black,133.0,15.44979224,15.64836771
2017,Other Causes,Male,Non-Hispanic Black,1413.0,164.1395221,170.9339179
2017,Diseases of Heart,Male,Non-Hispanic White,4082.0,303.9045254,227.6290645
2017,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,3017.0,224.6153732,176.0842435
2017,Mental and Behavioral Disorders,Male,Non-Hispanic White,451.0,33.57690862,30.9764218
2017,Other Causes,Male,Non-Hispanic White,409.0,30.45001247,22.39997988
2017,Other Causes,Male,Non-Hispanic White,374.0,27.84426568,20.87486657
2017,Accidents Except Drug Poisoning,Male,Non-Hispanic White,290.0,21.59047339,18.0514756
2017,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,266.0,19.80367559,14.88148486
